Date,Team,Goals,Assists,Points,Plusminus,PIM,PPG,PPP,SHG,SHP,GWG,OTG,Shots,TOI,Shifts,Year,season,Home,toi2,toi3,toi_seconds,opponent,opp_2
2021-11-06,@ PIT,1,0,1,0,0,0,0,0,0,0,0,5,22:51,24,2021,202122,0,22:51,22:51,1371,PIT,PIT
2021-11-07,vs NYI,0,0,0,0,0,0,0,0,0,0,0,4,20:12,17,2021,202122,1,20:12,20:12,1212,NYI,NYI
2021-11-10,@ ARI,1,0,1,-1,0,1,1,0,0,0,0,1,19:29,16,2021,202122,0,19:29,19:29,1169,ARI,ARI
2021-11-11,@ VEG,0,1,1,1,0,0,0,0,0,0,0,2,22:59,18,2021,202122,0,22:59,22:59,1379,VEG,VEG
2021-11-13,@ SEA,0,0,0,0,0,0,0,0,0,0,0,3,16:00,18,2021,202122,0,16:00,16:00,960,SEA,SEA
2021-11-16,vs SJS,0,0,0,-2,0,0,0,0,0,0,0,2,18:37,20,2021,202122,1,18:37,18:37,1117,SJS,SJS
2021-11-18,vs DAL,1,3,4,4,0,0,0,0,0,0,0,2,16:52,21,2021,202122,1,16:52,16:52,1012,DAL,DAL
2021-11-20,@ FLA,1,1,2,0,0,0,0,0,0,0,0,6,22:00,19,2021,202122,0,22:00,22:00,1320,FLA,FLA
2021-11-21,@ TBL,0,1,1,0,0,0,0,0,0,0,0,2,22:00,21,2021,202122,0,22:00,22:00,1320,TBL,TBL
2021-11-24,@ NJD,0,0,0,1,0,0,0,0,0,0,0,3,18:19,18,2021,202122,0,18:19,18:19,1099,NJD,NJD
2021-11-26,vs WPG,1,3,4,4,0,0,0,0,0,0,0,6,16:15,18,2021,202122,1,16:15,16:15,975,WPG,WPG
2021-11-28,vs TBL,0,1,1,0,0,0,0,0,0,0,0,3,16:31,18,2021,202122,1,16:31,16:31,991,TBL,TBL
2021-11-30,vs ARI,1,1,2,2,0,0,0,0,0,0,0,3,17:34,16,2021,202122,1,17:34,17:34,1054,ARI,ARI
2021-12-02,vs NJD,2,1,3,4,0,0,0,0,0,1,0,4,18:52,19,2021,202122,1,18:52,18:52,1132,NJD,NJD
2021-12-04,vs TOR,0,1,1,-1,0,0,0,0,0,0,0,5,21:07,23,2021,202122,1,21:07,21:07,1267,TOR,TOR
2021-12-07,@ EDM,0,1,1,1,0,0,0,0,0,0,0,1,16:25,17,2021,202122,0,16:25,16:25,985,EDM,EDM
2021-12-09,@ SJS,1,1,2,1,0,0,0,0,0,0,0,3,17:03,18,2021,202122,0,17:03,17:03,1023,SJS,SJS
2021-12-11,@ LAK,0,0,0,0,2,0,0,0,0,0,0,5,19:04,18,2021,202122,0,19:04,19:04,1144,LAK,LAK
2021-12-12,@ VEG,0,0,0,-1,0,0,0,0,0,0,0,6,21:22,18,2021,202122,0,21:22,21:22,1282,VEG,VEG
2021-12-16,vs BUF,1,0,1,2,0,0,0,0,0,0,0,4,18:33,19,2021,202122,1,18:33,18:33,1113,BUF,BUF
2021-12-20,@ DAL,1,2,3,-2,0,0,0,0,0,0,0,3,24:47,19,2021,202122,0,24:47,24:47,1487,DAL,DAL
2022-01-01,vs STL,1,2,3,1,0,0,0,0,0,0,0,3,20:31,20,2022,202122,1,20:31,20:31,1231,STL,STL
2022-01-06,@ BOS,1,0,1,0,2,1,1,0,0,0,0,2,10:27,13,2022,202122,0,10:27,10:27,627,BOS,BOS
2022-01-14,vs ANA,0,2,2,3,0,0,0,0,0,0,0,7,17:00,19,2022,202122,1,17:00,17:00,1020,ANA,ANA
2022-01-17,@ COL,2,0,2,2,0,0,0,0,0,0,0,5,19:22,25,2022,202122,0,19:22,19:22,1162,COL,COL
2022-01-21,@ CHI,0,2,2,3,0,0,0,0,0,0,0,2,19:29,20,2022,202122,0,19:29,19:29,1169,CHI,CHI
2022-01-22,vs CHI,1,0,1,-1,4,1,1,0,0,0,0,8,20:14,21,2022,202122,1,20:14,20:14,1214,CHI,CHI
2022-01-24,vs MTL,0,2,2,0,0,0,0,0,0,0,0,2,18:33,18,2022,202122,1,18:33,18:33,1113,MTL,MTL
2022-01-28,@ NYR,0,1,1,-2,0,0,0,0,0,0,0,4,19:59,19,2022,202122,0,19:59,19:59,1199,NYR,NYR
2022-01-30,@ NYI,1,1,2,1,0,0,0,0,0,1,0,2,17:20,19,2022,202122,0,17:20,17:20,1040,NYI,NYI
2022-02-02,@ CHI,1,0,1,1,0,0,0,0,0,0,0,3,18:20,16,2022,202122,0,18:20,18:20,1100,CHI,CHI
2022-02-08,@ WPG,0,0,0,-1,0,0,0,0,0,0,0,7,19:23,17,2022,202122,0,19:23,19:23,1163,WPG,WPG
2022-02-12,vs CAR,1,0,1,1,2,0,0,0,0,0,0,8,17:28,19,2022,202122,1,17:28,17:28,1048,CAR,CAR
2022-02-14,vs DET,2,1,3,1,0,0,0,0,0,0,0,3,18:08,19,2022,202122,1,18:08,18:08,1088,DET,DET
2022-02-16,@ WPG,0,2,2,1,0,0,0,0,0,0,0,1,18:15,21,2022,202122,0,18:15,18:15,1095,WPG,WPG
2022-02-18,vs FLA,1,1,2,-4,0,1,1,0,0,0,0,4,18:40,19,2022,202122,1,18:40,18:40,1120,FLA,FLA
2022-02-20,@ EDM,0,1,1,0,0,0,0,0,0,0,0,3,18:06,16,2022,202122,0,18:06,18:06,1086,EDM,EDM
2022-02-22,@ OTT,0,0,0,0,0,0,0,0,0,0,0,3,20:15,20,2022,202122,0,20:15,20:15,1215,OTT,OTT
2022-02-24,@ TOR,0,0,0,-1,0,0,0,0,0,0,0,1,19:40,18,2022,202122,0,19:40,19:40,1180,TOR,TOR
2022-02-26,@ CGY,1,0,1,0,4,0,0,0,0,0,0,5,19:55,20,2022,202122,0,19:55,19:55,1195,CGY,CGY
