Rk,Date,G,Age,Tm,,Opp,,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,SHFT,TOI,HIT,BLK,FOW,FOL,FO%
60,2023-02-26,60,25-306,MIN,,CBJ,W,3,0,3,2,0,2,1,0,1,0,0,0,8,37.5,23,25:36,4,2,0,0,
61,2023-02-28,61,25-308,MIN,,NYI,W,0,0,0,-1,0,0,0,0,0,0,0,0,6,0.0,23,24:21,2,0,0,0,
62,2023-03-02,62,25-310,MIN,@,VAN,W,2,0,2,2,2,2,0,0,1,0,0,0,9,22.2,18,21:55,0,0,0,0,
63,2023-03-04,63,25-312,MIN,@,CGY,W,0,0,0,0,2,0,0,0,0,0,0,0,2,0.0,23,20:06,1,0,0,0,
64,2023-03-07,64,25-315,MIN,,CGY,L-SO,0,0,0,0,0,0,0,0,0,0,0,0,6,0.0,25,23:18,0,0,1,0,100.0
65,2023-03-08,65,25-316,MIN,@,WPG,W,0,1,1,1,0,0,0,0,0,1,0,0,0,,14,14:50,0,0,0,0,
66,2023-04-08,66,25-347,MIN,,STL,W,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,21,20:26,0,0,0,0,
67,2023-04-11,67,25-350,MIN,,WPG,L,1,0,1,-2,0,0,1,0,0,0,0,0,8,12.5,21,22:13,1,0,0,0,
1,2021-10-15,1,24-172,MIN,@,ANA,W,0,1,1,0,0,0,0,0,0,0,1,0,3,0.0,17,20:09,0,0,0,0,
2,2021-10-16,2,24-173,MIN,@,LAK,W,0,1,1,1,0,0,0,0,0,1,0,0,1,0.0,17,15:21,3,0,0,0,
3,2021-10-19,3,24-176,MIN,,WPG,W,0,3,3,2,4,0,0,0,0,2,1,0,3,0.0,23,22:17,2,0,0,0,
4,2021-10-23,4,24-180,MIN,,ANA,W,0,0,0,-1,4,0,0,0,0,0,0,0,3,0.0,21,22:43,3,0,0,0,
5,2021-10-24,5,24-181,MIN,,NSH,L,0,0,0,-2,0,0,0,0,0,0,0,0,3,0.0,19,18:00,1,0,0,0,
6,2021-10-26,6,24-183,MIN,@,VAN,W,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,21,17:55,1,0,0,0,
7,2021-10-28,7,24-185,MIN,@,SEA,L,0,1,1,-2,0,0,0,0,0,1,0,0,6,0.0,20,18:54,1,0,0,0,
8,2021-10-30,8,24-187,MIN,@,COL,L,0,0,0,-1,0,0,0,0,0,0,0,0,3,0.0,21,19:36,0,1,0,0,
9,2021-11-02,9,24-190,MIN,,OTT,W,1,1,2,1,0,1,0,0,1,1,0,0,6,16.7,26,19:57,0,0,0,0,
10,2021-11-06,10,24-194,MIN,@,PIT,W,1,0,1,0,0,1,0,0,0,0,0,0,5,20.0,24,22:51,1,1,0,0,
11,2021-11-07,11,24-195,MIN,,NYI,W,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,17,20:12,0,0,0,0,
12,2021-11-10,12,24-198,MIN,@,ARI,W,1,0,1,-1,0,0,1,0,0,0,0,0,1,100.0,16,19:29,1,0,1,0,100.0
13,2021-11-11,13,24-199,MIN,@,VEG,L,0,1,1,1,0,0,0,0,0,1,0,0,2,0.0,18,22:59,1,0,0,0,
14,2021-11-13,14,24-201,MIN,@,SEA,W,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,18,16:00,1,0,0,0,
15,2021-11-16,15,24-204,MIN,,SJS,L,0,0,0,-2,0,0,0,0,0,0,0,0,2,0.0,20,18:37,1,0,0,0,
16,2021-11-18,16,24-206,MIN,,DAL,W,1,3,4,4,0,1,0,0,0,3,0,0,2,50.0,21,16:52,0,1,0,0,
17,2021-11-20,17,24-208,MIN,@,FLA,L,1,1,2,0,0,1,0,0,0,0,1,0,6,16.7,19,22:00,6,1,0,0,
18,2021-11-21,18,24-209,MIN,@,TBL,L-SO,0,1,1,0,0,0,0,0,0,1,0,0,2,0.0,21,22:00,0,0,0,0,
19,2021-11-24,19,24-212,MIN,@,NJD,W,0,0,0,1,0,0,0,0,0,0,0,0,3,0.0,18,18:19,1,1,0,0,
20,2021-11-26,20,24-214,MIN,,WPG,W,1,3,4,4,0,1,0,0,0,3,0,0,6,16.7,18,16:15,0,0,0,0,
21,2021-11-28,21,24-216,MIN,,TBL,W,0,1,1,0,0,0,0,0,0,1,0,0,3,0.0,18,16:31,0,0,0,0,
22,2021-11-30,22,24-218,MIN,,ARI,W,1,1,2,2,0,1,0,0,0,1,0,0,3,33.3,16,17:34,0,0,0,1,0.0
23,2021-12-02,23,24-220,MIN,,NJD,W,2,1,3,4,0,2,0,0,1,1,0,0,4,50.0,19,18:52,0,0,1,1,50.0
24,2021-12-04,24,24-222,MIN,,TOR,W,0,1,1,-1,0,0,0,0,0,0,1,0,5,0.0,23,21:07,1,0,0,0,
25,2021-12-07,25,24-225,MIN,@,EDM,W,0,1,1,1,0,0,0,0,0,1,0,0,1,0.0,17,16:25,0,1,0,0,
26,2021-12-09,26,24-227,MIN,@,SJS,W,1,1,2,1,0,1,0,0,0,0,1,0,3,33.3,18,17:03,0,2,0,0,
27,2021-12-11,27,24-229,MIN,@,LAK,L,0,0,0,0,2,0,0,0,0,0,0,0,5,0.0,18,19:04,2,1,0,0,
28,2021-12-12,28,24-230,MIN,@,VEG,L,0,0,0,-1,0,0,0,0,0,0,0,0,6,0.0,18,21:22,2,0,0,0,
29,2021-12-16,29,24-234,MIN,,BUF,L-SO,1,0,1,2,0,1,0,0,0,0,0,0,4,25.0,19,18:33,1,1,0,0,
30,2021-12-20,30,24-238,MIN,@,DAL,L,1,2,3,-2,0,1,0,0,0,1,1,0,3,33.3,19,24:47,2,0,0,0,
31,2022-01-01,31,24-250,MIN,,STL,L,1,2,3,1,0,1,0,0,0,2,0,0,3,33.3,20,20:31,1,0,0,1,0.0
32,2022-01-06,32,24-255,MIN,@,BOS,W,1,0,1,0,2,0,1,0,0,0,0,0,2,50.0,13,10:27,2,0,0,0,
33,2022-01-14,33,24-263,MIN,,ANA,W,0,2,2,3,0,0,0,0,0,2,0,0,7,0.0,19,17:00,0,2,0,0,
34,2022-01-17,34,24-266,MIN,@,COL,L-SO,2,0,2,2,0,2,0,0,0,0,0,0,5,40.0,25,19:22,0,0,0,0,
35,2022-01-21,35,24-270,MIN,@,CHI,W,0,2,2,3,0,0,0,0,0,2,0,0,2,0.0,20,19:29,0,0,0,0,
36,2022-01-22,36,24-271,MIN,,CHI,W,1,0,1,-1,4,0,1,0,0,0,0,0,8,12.5,21,20:14,3,0,0,0,
37,2022-01-24,37,24-273,MIN,,MTL,W,0,2,2,0,0,0,0,0,0,1,1,0,2,0.0,18,18:33,0,0,0,0,
38,2022-01-28,38,24-277,MIN,@,NYR,W,0,1,1,-2,0,0,0,0,0,0,1,0,4,0.0,19,19:59,0,0,0,0,
39,2022-01-30,39,24-279,MIN,@,NYI,W,1,1,2,1,0,1,0,0,1,0,1,0,2,50.0,19,17:20,1,0,0,0,
40,2022-02-02,40,24-282,MIN,@,CHI,W,1,0,1,1,0,1,0,0,0,0,0,0,3,33.3,16,18:20,4,1,0,0,
41,2022-02-08,41,24-288,MIN,@,WPG,L,0,0,0,-1,0,0,0,0,0,0,0,0,7,0.0,17,19:23,2,0,0,0,
42,2022-02-12,42,24-292,MIN,,CAR,W,1,0,1,1,2,1,0,0,0,0,0,0,8,12.5,19,17:28,2,0,0,0,
43,2022-02-14,43,24-294,MIN,,DET,W,2,1,3,1,0,2,0,0,0,0,1,0,3,66.7,19,18:08,0,0,0,0,
